REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	avg	enhancerRank	isSuper
1_chr1_35835423_35836643_lociStitched	chr1	35835423	35836643	1	1221	642.0453333333334	9948	0
1_chr8_103379204_103381183_lociStitched	chr8	103379204	103381183	1	1980	641.7896999999999	9949	0
1_chr9_133630015_133632926_lociStitched	chr9	133630015	133632926	1	2912	641.72995	9950	0
1_chr3_48848278_48850889_lociStitched	chr3	48848278	48850889	1	2612	641.6967666666666	9951	0
1_chr12_42414085_42417180_lociStitched	chr12	42414085	42417180	1	3096	641.5935000000001	9952	0
1_chr19_54522612_54524398_lociStitched	chr19	54522612	54524398	1	1787	641.4419	9953	0
1_chr17_37835267_37837410_lociStitched	chr17	37835267	37837410	1	2144	640.8998666666668	9954	0
1_chr11_66079156_66080172_lociStitched	chr11	66079156	66080172	1	1017	640.8250666666667	9955	0
1_chr5_55903438_55905186_lociStitched	chr5	55903438	55905186	1	1749	640.7876666666666	9956	0
1_chr2_191443565_191445900_lociStitched	chr2	191443565	191445900	1	2336	640.6461666666665	9957	0
1_chr16_79650653_79653708_lociStitched	chr16	79650653	79653708	1	3056	640.6334999999999	9958	0
1_chr2_99440381_99442119_lociStitched	chr2	99440381	99442119	1	1739	640.6268	9959	0
1_chr14_91224921_91225636_lociStitched	chr14	91224921	91225636	1	716	640.5089166666667	9960	0
2_chr1_222010914_222011962_lociStitched	chr1	222010914	222014733	2	2430	640.4463	9961	0
1_chr1_171730736_171732618_lociStitched	chr1	171730736	171732618	1	1883	640.2877666666667	9962	0
1_chr16_84985994_84987208_lociStitched	chr16	84985994	84987208	1	1215	640.2838333333334	9963	0
2_chr1_16866696_16867470_lociStitched	chr1	16866696	16873618	2	1867	640.1696333333333	9964	0
1_chr6_143385568_143386705_lociStitched	chr6	143385568	143386705	1	1138	639.7899	9965	0
1_chr4_907957_909501_lociStitched	chr4	907957	909501	1	1545	639.7306666666666	9966	0
1_chr22_31004808_31006192_lociStitched	chr22	31004808	31006192	1	1385	639.7078666666666	9967	0
1_chr6_143919003_143920437_lociStitched	chr6	143919003	143920437	1	1435	639.6356999999999	9968	0
1_chr7_106061202_106063747_lociStitched	chr7	106061202	106063747	1	2546	639.5160833333333	9969	0
1_chr1_21022732_21023878_lociStitched	chr1	21022732	21023878	1	1147	639.3151999999999	9970	0
1_chr16_3480948_3482951_lociStitched	chr16	3480948	3482951	1	2004	639.1573	9971	0
1_chr1_109795821_109798039_lociStitched	chr1	109795821	109798039	1	2219	639.0427666666667	9972	0
1_chr4_63377839_63380993_lociStitched	chr4	63377839	63380993	1	3155	639.0004	9973	0
1_chr5_73896831_73899140_lociStitched	chr5	73896831	73899140	1	2310	638.6309166666666	9974	0
1_chr16_4483166_4484799_lociStitched	chr16	4483166	4484799	1	1634	638.6118666666667	9975	0
1_chr5_75720325_75723044_lociStitched	chr5	75720325	75723044	1	2720	638.28525	9976	0
1_chr2_102396985_102398822_lociStitched	chr2	102396985	102398822	1	1838	638.2656499999999	9977	0
2_chr15_96417571_96419581_lociStitched	chr15	96417571	96423706	2	3529	638.2445000000001	9978	0
1_chr15_22386549_22387683_lociStitched	chr15	22386549	22387683	1	1135	638.2341	9979	0
1_chr10_104906014_104908215_lociStitched	chr10	104906014	104908215	1	2202	637.8131166666667	9980	0
1_chr3_45075260_45077149_lociStitched	chr3	45075260	45077149	1	1890	637.25415	9981	0
1_chr5_40604796_40606901_lociStitched	chr5	40604796	40606901	1	2106	637.2185833333333	9982	0
1_chr9_37929118_37930569_lociStitched	chr9	37929118	37930569	1	1452	637.1341000000001	9983	0
1_chr21_23581614_23583631_lociStitched	chr21	23581614	23583631	1	2018	636.9686	9984	0
1_chr4_160321861_160323492_lociStitched	chr4	160321861	160323492	1	1632	636.8511333333332	9985	0
1_chr19_44204695_44206118_lociStitched	chr19	44204695	44206118	1	1424	636.7450666666667	9986	0
1_chr11_84429857_84432932_lociStitched	chr11	84429857	84432932	1	3076	636.67875	9987	0
1_chr6_34527467_34529139_lociStitched	chr6	34527467	34529139	1	1673	636.6697333333333	9988	0
1_chr3_48693005_48694904_lociStitched	chr3	48693005	48694904	1	1900	636.5764499999999	9989	0
2_chr19_45783372_45784552_lociStitched	chr19	45783372	45788120	2	2960	636.5485333333332	9990	0
1_chr1_169340141_169341394_lociStitched	chr1	169340141	169341394	1	1254	636.5448833333334	9991	0
2_chr6_141188792_141189319_lociStitched	chr6	141188792	141195614	2	2988	636.2652	9992	0
1_chr3_99847861_99850122_lociStitched	chr3	99847861	99850122	1	2262	636.0192999999999	9993	0
1_chr5_88219334_88221436_lociStitched	chr5	88219334	88221436	1	2103	635.9250666666668	9994	0
1_chr15_89481920_89483912_lociStitched	chr15	89481920	89483912	1	1993	635.8132	9995	0
1_chr10_63589836_63591312_lociStitched	chr10	63589836	63591312	1	1477	635.8116000000001	9996	0
2_chr6_84772505_84772908_lociStitched	chr6	84761957	84772908	2	757	635.5230333333333	9997	0
1_chr20_1721549_1723025_lociStitched	chr20	1721549	1723025	1	1477	635.4672	9998	0
1_chr1_46072905_46075856_lociStitched	chr1	46072905	46075856	1	2952	635.3011166666666	9999	0
1_chr17_40214308_40216611_lociStitched	chr17	40214308	40216611	1	2304	635.2057833333333	10000	0
1_chr11_19219917_19223998_lociStitched	chr11	19219917	19223998	1	4082	635.1396333333333	10001	0
1_chr1_52653090_52654845_lociStitched	chr1	52653090	52654845	1	1756	635.1345	10002	0
2_chr5_81250261_81251629_lociStitched	chr5	81250261	81254586	2	2629	635.0541666666667	10003	0
1_chr17_26294906_26296040_lociStitched	chr17	26294906	26296040	1	1135	634.8320999999999	10004	0
1_chr5_98324108_98326193_lociStitched	chr5	98324108	98326193	1	2086	634.7087499999999	10005	0
1_chr15_96899478_96901179_lociStitched	chr15	96899478	96901179	1	1702	634.5864	10006	0
1_chr12_63685531_63689594_lociStitched	chr12	63685531	63689594	1	4064	634.5728833333334	10007	0
2_chr13_52548178_52548512_lociStitched	chr13	52548178	52554111	2	1718	634.4354666666667	10008	0
1_chr8_50022356_50023575_lociStitched	chr8	50022356	50023575	1	1220	634.3676	10009	0
1_chr14_101690945_101693283_lociStitched	chr14	101690945	101693283	1	2339	634.1825	10010	0
1_chr6_33342820_33344715_lociStitched	chr6	33342820	33344715	1	1896	634.0670000000001	10011	0
1_chr2_33681886_33684250_lociStitched	chr2	33681886	33684250	1	2365	634.0642	10012	0
1_chr5_109038275_109040441_lociStitched	chr5	109038275	109040441	1	2167	633.9882	10013	0
1_chr5_60614030_60617504_lociStitched	chr5	60614030	60617504	1	3475	633.4839000000001	10014	0
2_chr8_126290221_126291229_lociStitched	chr8	126283692	126291229	2	1540	633.2336166666666	10015	0
1_chr17_63023811_63026964_lociStitched	chr17	63023811	63026964	1	3154	633.1749500000001	10016	0
1_chr4_127771099_127772962_lociStitched	chr4	127771099	127772962	1	1864	633.01635	10017	0
1_chr9_133855227_133857299_lociStitched	chr9	133855227	133857299	1	2073	632.7197333333334	10018	0
1_chr18_11916352_11918042_lociStitched	chr18	11916352	11918042	1	1691	632.5106666666667	10019	0
1_chr5_146782991_146784923_lociStitched	chr5	146782991	146784923	1	1933	632.3757999999999	10020	0
1_chr6_29457970_29459597_lociStitched	chr6	29457970	29459597	1	1628	632.2250833333334	10021	0
1_chr15_101937056_101938781_lociStitched	chr15	101937056	101938781	1	1726	632.2125000000001	10022	0
1_chr15_99343045_99345357_lociStitched	chr15	99343045	99345357	1	2313	632.1778666666667	10023	0
1_chr2_86810330_86812621_lociStitched	chr2	86810330	86812621	1	2292	632.1632666666666	10024	0
1_chr10_4983115_4985122_lociStitched	chr10	4983115	4985122	1	2008	632.0712	10025	0
2_chr14_91488234_91489639_lociStitched	chr14	91488234	91497350	2	2932	632.0426666666666	10026	0
1_chr9_34664736_34666603_lociStitched	chr9	34664736	34666603	1	1868	631.8861499999999	10027	0
1_chr17_48842087_48843782_lociStitched	chr17	48842087	48843782	1	1696	631.58525	10028	0
1_chr11_133929468_133931526_lociStitched	chr11	133929468	133931526	1	2059	631.2229000000001	10029	0
1_chr4_48900640_48902156_lociStitched	chr4	48900640	48902156	1	1517	631.1613333333333	10030	0
1_chr2_135732609_135734955_lociStitched	chr2	135732609	135734955	1	2347	631.1131	10031	0
2_chr4_16537845_16539937_lociStitched	chr4	16532436	16539937	2	4874	630.9591166666667	10032	0
1_chr1_16121125_16122641_lociStitched	chr1	16121125	16122641	1	1517	630.8833999999999	10033	0
1_chr16_10939639_10942582_lociStitched	chr16	10939639	10942582	1	2944	630.783	10034	0
1_chr9_33374834_33376544_lociStitched	chr9	33374834	33376544	1	1711	630.5055	10035	0
1_chr17_73733351_73735562_lociStitched	chr17	73733351	73735562	1	2212	630.5034999999999	10036	0
1_chr5_14675467_14676989_lociStitched	chr5	14675467	14676989	1	1523	630.4123999999999	10037	0
1_chr17_2168827_2170801_lociStitched	chr17	2168827	2170801	1	1975	630.2653	10038	0
1_chr9_38170320_38172034_lociStitched	chr9	38170320	38172034	1	1715	630.2378	10039	0
1_chr8_120564977_120568705_lociStitched	chr8	120564977	120568705	1	3729	630.0941333333333	10040	0
1_chr7_71523478_71526073_lociStitched	chr7	71523478	71526073	1	2596	629.84975	10041	0
1_chr12_55328340_55330110_lociStitched	chr12	55328340	55330110	1	1771	629.766	10042	0
1_chr7_140681392_140683589_lociStitched	chr7	140681392	140683589	1	2198	629.7334333333333	10043	0
1_chr12_123130725_123132451_lociStitched	chr12	123130725	123132451	1	1727	629.5585	10044	0
2_chr3_142854272_142854941_lociStitched	chr3	142843658	142854941	2	1235	629.4033499999999	10045	0
1_chr4_103351558_103352765_lociStitched	chr4	103351558	103352765	1	1208	629.2895666666667	10046	0
1_chr2_171600275_171601753_lociStitched	chr2	171600275	171601753	1	1479	629.1353333333333	10047	0
1_chr10_6280328_6282388_lociStitched	chr10	6280328	6282388	1	2061	629.1239999999999	10048	0
1_chr5_67111139_67113926_lociStitched	chr5	67111139	67113926	1	2788	629.07235	10049	0
1_chr7_47686269_47689481_lociStitched	chr7	47686269	47689481	1	3213	629.0702	10050	0
1_chrX_35952546_35956050_lociStitched	chrX	35952546	35956050	1	3505	628.9096000000001	10051	0
1_chr17_21514856_21517962_lociStitched	chr17	21514856	21517962	1	3107	628.8096999999999	10052	0
1_chr17_33941894_33945471_lociStitched	chr17	33941894	33945471	1	3578	628.7769833333333	10053	0
1_chr2_8006719_8009128_lociStitched	chr2	8006719	8009128	1	2410	628.6285499999999	10054	0
1_chr20_23361497_23363785_lociStitched	chr20	23361497	23363785	1	2289	628.5898666666667	10055	0
1_chr17_55212484_55214271_lociStitched	chr17	55212484	55214271	1	1788	628.5772500000002	10056	0
1_chr1_114517474_114519785_lociStitched	chr1	114517474	114519785	1	2312	628.5534833333334	10057	0
1_chr4_170547292_170548824_lociStitched	chr4	170547292	170548824	1	1533	628.503	10058	0
1_chr1_172606591_172609744_lociStitched	chr1	172606591	172609744	1	3154	628.4979999999999	10059	0
1_chr5_172327387_172329564_lociStitched	chr5	172327387	172329564	1	2178	628.4636166666668	10060	0
1_chr12_125336479_125337900_lociStitched	chr12	125336479	125337900	1	1422	628.29515	10061	0
1_chr2_144014142_144017557_lociStitched	chr2	144014142	144017557	1	3416	628.18925	10062	0
1_chr17_42983138_42985287_lociStitched	chr17	42983138	42985287	1	2150	628.1168833333334	10063	0
1_chr15_68573354_68574752_lociStitched	chr15	68573354	68574752	1	1399	628.0748	10064	0
1_chr15_81276458_81278673_lociStitched	chr15	81276458	81278673	1	2216	627.9525	10065	0
2_chr2_97330581_97332320_lociStitched	chr2	97330581	97342251	2	2516	627.8459999999999	10066	0
1_chr12_50092560_50093421_lociStitched	chr12	50092560	50093421	1	862	627.7264	10067	0
1_chr14_60028506_60033400_lociStitched	chr14	60028506	60033400	1	4895	627.6555	10068	0
1_chrX_16789858_16790789_lociStitched	chrX	16789858	16790789	1	932	627.6491666666667	10069	0
1_chr13_77029093_77031326_lociStitched	chr13	77029093	77031326	1	2234	627.1752666666667	10070	0
1_chr20_809385_810882_lociStitched	chr20	809385	810882	1	1498	627.0184499999999	10071	0
1_chr3_71083803_71085651_lociStitched	chr3	71083803	71085651	1	1849	626.8108000000001	10072	0
1_chr6_46738944_46741382_lociStitched	chr6	46738944	46741382	1	2439	626.6878999999999	10073	0
1_chr7_105856397_105857703_lociStitched	chr7	105856397	105857703	1	1307	626.1834666666667	10074	0
1_chr3_59970814_59972344_lociStitched	chr3	59970814	59972344	1	1531	626.0504999999999	10075	0
1_chr20_51912791_51914160_lociStitched	chr20	51912791	51914160	1	1370	625.8839833333335	10076	0
2_chr7_73574214_73575404_lociStitched	chr7	73574214	73580130	2	2255	625.8142	10077	0
1_chr10_25161762_25163282_lociStitched	chr10	25161762	25163282	1	1521	625.784	10078	0
1_chr13_26759822_26761381_lociStitched	chr13	26759822	26761381	1	1560	625.6786666666666	10079	0
1_chr1_53575223_53577167_lociStitched	chr1	53575223	53577167	1	1945	625.6764	10080	0
1_chr1_84023919_84026235_lociStitched	chr1	84023919	84026235	1	2317	625.5902000000001	10081	0
2_chr14_55347930_55349185_lociStitched	chr14	55337073	55349185	2	1779	625.5848	10082	0
1_chr22_44554766_44557087_lociStitched	chr22	44554766	44557087	1	2322	625.4708166666668	10083	0
1_chr14_71787155_71788144_lociStitched	chr14	71787155	71788144	1	990	625.4436	10084	0
1_chr2_151022657_151024934_lociStitched	chr2	151022657	151024934	1	2278	625.30215	10085	0
1_chr17_16438439_16440230_lociStitched	chr17	16438439	16440230	1	1792	625.1784	10086	0
1_chr11_124746048_124747265_lociStitched	chr11	124746048	124747265	1	1218	624.9092166666667	10087	0
1_chr22_28422272_28426758_lociStitched	chr22	28422272	28426758	1	4487	624.8998	10088	0
1_chr17_66755392_66756148_lociStitched	chr17	66755392	66756148	1	757	624.897	10089	0
1_chr5_90609673_90610643_lociStitched	chr5	90609673	90610643	1	971	624.7285	10090	0
1_chr11_3443079_3444255_lociStitched	chr11	3443079	3444255	1	1177	624.6324	10091	0
1_chr11_118491311_118492789_lociStitched	chr11	118491311	118492789	1	1479	624.4303666666666	10092	0
1_chr6_116477216_116479069_lociStitched	chr6	116477216	116479069	1	1854	624.3992333333333	10093	0
1_chr8_34697326_34699466_lociStitched	chr8	34697326	34699466	1	2141	624.2736666666667	10094	0
1_chrX_4608085_4609790_lociStitched	chrX	4608085	4609790	1	1706	624.1720833333334	10095	0
1_chr18_12491422_12492421_lociStitched	chr18	12491422	12492421	1	1000	624.02535	10096	0
1_chr8_99780462_99781728_lociStitched	chr8	99780462	99781728	1	1267	623.9902999999999	10097	0
1_chr9_33080649_33083427_lociStitched	chr9	33080649	33083427	1	2779	623.7536000000001	10098	0
2_chr22_39808116_39808601_lociStitched	chr22	39808116	39819264	2	1085	623.7306	10099	0
1_chr8_49341508_49345255_lociStitched	chr8	49341508	49345255	1	3748	623.5008000000001	10100	0
1_chr11_60131163_60132706_lociStitched	chr11	60131163	60132706	1	1544	623.5005833333333	10101	0
1_chr2_70256439_70257979_lociStitched	chr2	70256439	70257979	1	1541	623.4946666666667	10102	0
1_chr13_78733285_78736319_lociStitched	chr13	78733285	78736319	1	3035	623.4870000000001	10103	0
1_chr1_110969168_110970578_lociStitched	chr1	110969168	110970578	1	1411	623.4785	10104	0
1_chr10_62587528_62588345_lociStitched	chr10	62587528	62588345	1	818	623.3573833333332	10105	0
2_chr21_25794988_25797497_lociStitched	chr21	25794988	25802898	2	4919	623.3080000000001	10106	0
1_chr2_120144690_120145974_lociStitched	chr2	120144690	120145974	1	1285	623.0396	10107	0
1_chr11_78163302_78166245_lociStitched	chr11	78163302	78166245	1	2944	622.98405	10108	0
1_chr9_111756559_111757887_lociStitched	chr9	111756559	111757887	1	1329	622.9426666666667	10109	0
1_chr7_127531954_127533424_lociStitched	chr7	127531954	127533424	1	1471	622.8389999999999	10110	0
1_chr20_34622577_34625153_lociStitched	chr20	34622577	34625153	1	2577	622.748	10111	0
1_chr1_98788686_98790494_lociStitched	chr1	98788686	98790494	1	1809	622.6752	10112	0
1_chr3_5123216_5124631_lociStitched	chr3	5123216	5124631	1	1416	622.6471666666666	10113	0
1_chr3_61964870_61966877_lociStitched	chr3	61964870	61966877	1	2008	622.33725	10114	0
1_chr9_123693316_123694912_lociStitched	chr9	123693316	123694912	1	1597	622.2538	10115	0
1_chr1_229033944_229035063_lociStitched	chr1	229033944	229035063	1	1120	622.21995	10116	0
2_chr15_50009651_50011557_lociStitched	chr15	49998666	50011557	2	3104	622.2056	10117	0
1_chr9_130877258_130878939_lociStitched	chr9	130877258	130878939	1	1682	622.0820666666667	10118	0
1_chr21_34304139_34305309_lociStitched	chr21	34304139	34305309	1	1171	622.0500000000001	10119	0
1_chr15_60662409_60665079_lociStitched	chr15	60662409	60665079	1	2671	621.8874999999999	10120	0
1_chr1_221861111_221863415_lociStitched	chr1	221861111	221863415	1	2305	621.8496	10121	0
1_chrX_47542449_47543625_lociStitched	chrX	47542449	47543625	1	1177	621.81	10122	0
1_chr10_25781016_25783086_lociStitched	chr10	25781016	25783086	1	2071	621.6899999999999	10123	0
2_chrX_130880189_130880892_lociStitched	chrX	130873334	130880892	2	2734	621.6455	10124	0
1_chr12_83409028_83410922_lociStitched	chr12	83409028	83410922	1	1895	621.6423666666666	10125	0
1_chr14_101083116_101085709_lociStitched	chr14	101083116	101085709	1	2594	621.6285333333334	10126	0
1_chr16_76147734_76149819_lociStitched	chr16	76147734	76149819	1	2086	621.57325	10127	0
1_chr8_125966132_125968459_lociStitched	chr8	125966132	125968459	1	2328	621.5417	10128	0
1_chr6_43669829_43671187_lociStitched	chr6	43669829	43671187	1	1359	621.4434333333334	10129	0
1_chr1_191857902_191859180_lociStitched	chr1	191857902	191859180	1	1279	621.4062	10130	0
1_chr7_17079862_17082246_lociStitched	chr7	17079862	17082246	1	2385	621.2704	10131	0
1_chr1_58856083_58857740_lociStitched	chr1	58856083	58857740	1	1658	621.2645333333334	10132	0
1_chr7_66484067_66485866_lociStitched	chr7	66484067	66485866	1	1800	621.2546666666666	10133	0
1_chr12_122027852_122029785_lociStitched	chr12	122027852	122029785	1	1934	621.1051166666667	10134	0
1_chr3_137778811_137780834_lociStitched	chr3	137778811	137780834	1	2024	620.9935666666667	10135	0
2_chr2_11432829_11433405_lociStitched	chr2	11432829	11436506	2	1307	620.6775999999999	10136	0
2_chr5_58592377_58594454_lociStitched	chr5	58592377	58598142	2	3697	620.60225	10137	0
2_chr7_73208119_73208411_lociStitched	chr7	73201164	73208411	2	1381	620.4639833333333	10138	0
1_chr16_56495633_56497068_lociStitched	chr16	56495633	56497068	1	1436	620.3983333333334	10139	0
1_chr2_239684326_239686901_lociStitched	chr2	239684326	239686901	1	2576	620.2316666666667	10140	0
1_chr6_20302154_20303933_lociStitched	chr6	20302154	20303933	1	1780	619.8629000000001	10141	0
1_chr6_74131409_74132713_lociStitched	chr6	74131409	74132713	1	1305	619.8346666666666	10142	0
1_chr7_17408390_17410710_lociStitched	chr7	17408390	17410710	1	2321	619.8266666666666	10143	0
2_chr2_202818246_202819721_lociStitched	chr2	202818246	202830323	2	2765	619.7513833333333	10144	0
1_chr1_33861624_33863183_lociStitched	chr1	33861624	33863183	1	1560	619.7025	10145	0
1_chr15_73893600_73895887_lociStitched	chr15	73893600	73895887	1	2288	619.5483	10146	0
2_chr5_153125323_153127461_lociStitched	chr5	153121994	153127461	2	2805	619.5022166666668	10147	0
1_chr10_38160059_38162298_lociStitched	chr10	38160059	38162298	1	2240	619.19545	10148	0
1_chr10_61832849_61834545_lociStitched	chr10	61832849	61834545	1	1697	618.9269333333333	10149	0
1_chr10_131501614_131503644_lociStitched	chr10	131501614	131503644	1	2031	618.7101666666666	10150	0
1_chr10_78641289_78644896_lociStitched	chr10	78641289	78644896	1	3608	618.42015	10151	0
1_chr7_50483562_50485640_lociStitched	chr7	50483562	50485640	1	2079	618.205	10152	0
1_chr5_43105335_43106193_lociStitched	chr5	43105335	43106193	1	859	618.0889000000001	10153	0
1_chr14_103095180_103097137_lociStitched	chr14	103095180	103097137	1	1958	617.9879833333334	10154	0
1_chr6_44100318_44102838_lociStitched	chr6	44100318	44102838	1	2521	617.946	10155	0
1_chr14_23615010_23616283_lociStitched	chr14	23615010	23616283	1	1274	617.5323	10156	0
1_chr13_114047516_114048724_lociStitched	chr13	114047516	114048724	1	1209	617.5296	10157	0
1_chr10_88648036_88649726_lociStitched	chr10	88648036	88649726	1	1691	617.188	10158	0
2_chr6_111059954_111060840_lociStitched	chr6	111059954	111072515	2	1207	617.1637999999999	10159	0
1_chr3_58983741_58985470_lociStitched	chr3	58983741	58985470	1	1730	617.0224666666667	10160	0
1_chr4_16032342_16036289_lociStitched	chr4	16032342	16036289	1	3948	616.8503166666666	10161	0
1_chr7_23841438_23842440_lociStitched	chr7	23841438	23842440	1	1003	616.8312	10162	0
1_chr22_21092321_21093825_lociStitched	chr22	21092321	21093825	1	1505	616.5898666666666	10163	0
1_chr19_13509540_13510912_lociStitched	chr19	13509540	13510912	1	1373	616.5767999999999	10164	0
1_chr18_9848937_9850260_lociStitched	chr18	9848937	9850260	1	1324	616.45185	10165	0
1_chr14_78007741_78011279_lociStitched	chr14	78007741	78011279	1	3539	616.3785666666666	10166	0
1_chr11_124351002_124352539_lociStitched	chr11	124351002	124352539	1	1538	616.2857666666666	10167	0
1_chr17_51825399_51827457_lociStitched	chr17	51825399	51827457	1	2059	616.1995000000001	10168	0
1_chr7_16531777_16533188_lociStitched	chr7	16531777	16533188	1	1412	616.11315	10169	0
1_chr4_26075683_26079170_lociStitched	chr4	26075683	26079170	1	3488	615.9785499999999	10170	0
1_chr13_59933494_59935120_lociStitched	chr13	59933494	59935120	1	1627	615.9288	10171	0
1_chr7_1979259_1980888_lociStitched	chr7	1979259	1980888	1	1630	615.89775	10172	0
1_chr1_231829175_231832345_lociStitched	chr1	231829175	231832345	1	3171	615.7196666666666	10173	0
1_chr3_41459966_41462842_lociStitched	chr3	41459966	41462842	1	2877	615.7036666666667	10174	0
1_chr11_68946496_68949006_lociStitched	chr11	68946496	68949006	1	2511	615.6193333333334	10175	0
1_chr4_57396763_57398109_lociStitched	chr4	57396763	57398109	1	1347	615.5706666666666	10176	0
1_chr22_44364789_44366641_lociStitched	chr22	44364789	44366641	1	1853	615.2961333333334	10177	0
1_chr1_212991922_212994071_lociStitched	chr1	212991922	212994071	1	2150	615.0796166666665	10178	0
1_chr12_65549284_65551582_lociStitched	chr12	65549284	65551582	1	2299	614.6001	10179	0
1_chr10_73118815_73119838_lociStitched	chr10	73118815	73119838	1	1024	614.19215	10180	0
2_chr14_93626374_93626666_lociStitched	chr14	93626374	93636088	2	1898	614.0867	10181	0
1_chrX_41134898_41136863_lociStitched	chrX	41134898	41136863	1	1966	613.7022499999999	10182	0
1_chr9_133410715_133412988_lociStitched	chr9	133410715	133412988	1	2274	613.6342333333334	10183	0
1_chr6_126431754_126433524_lociStitched	chr6	126431754	126433524	1	1771	613.482	10184	0
1_chr12_117570979_117573130_lociStitched	chr12	117570979	117573130	1	2152	613.4652	10185	0
1_chr22_40810652_40812885_lociStitched	chr22	40810652	40812885	1	2234	613.3678833333333	10186	0
1_chr11_10798366_10800506_lociStitched	chr11	10798366	10800506	1	2141	613.2170000000001	10187	0
1_chr8_96142217_96143765_lociStitched	chr8	96142217	96143765	1	1549	613.1628	10188	0
1_chr4_7032776_7034591_lociStitched	chr4	7032776	7034591	1	1816	612.986	10189	0
1_chr15_88944175_88946947_lociStitched	chr15	88944175	88946947	1	2773	612.7506	10190	0
1_chr11_117685695_117686960_lociStitched	chr11	117685695	117686960	1	1266	612.3443333333333	10191	0
1_chr9_114662274_114664680_lociStitched	chr9	114662274	114664680	1	2407	612.2467999999999	10192	0
1_chr22_30194569_30195931_lociStitched	chr22	30194569	30195931	1	1363	612.2189999999999	10193	0
1_chr10_6603575_6606705_lociStitched	chr10	6603575	6606705	1	3131	612.1758333333333	10194	0
2_chr19_39997911_39998560_lociStitched	chr19	39997911	40011194	2	1235	612.1249166666666	10195	0
1_chr2_218705997_218708462_lociStitched	chr2	218705997	218708462	1	2466	612.1005833333334	10196	0
1_chr17_2025669_2028038_lociStitched	chr17	2025669	2028038	1	2370	612.0706333333334	10197	0
2_chr8_50158966_50160699_lociStitched	chr8	50158966	50164577	2	2205	612.0665833333334	10198	0
1_chr6_13448084_13450580_lociStitched	chr6	13448084	13450580	1	2497	611.9775999999999	10199	0
1_chr10_63841579_63844184_lociStitched	chr10	63841579	63844184	1	2606	611.9579166666666	10200	0
chr19_50864758_50867623	chr19	50864758	50867623	1	2866	611.91625	10201	0
1_chr8_80765570_80767098_lociStitched	chr8	80765570	80767098	1	1529	611.6329333333333	10202	0
1_chr17_62594678_62596285_lociStitched	chr17	62594678	62596285	1	1608	611.5170666666667	10203	0
1_chr12_6248629_6251231_lociStitched	chr12	6248629	6251231	1	2603	611.4266333333334	10204	0
1_chr10_134045643_134046947_lociStitched	chr10	134045643	134046947	1	1305	611.4238666666666	10205	0
1_chrX_133540166_133541987_lociStitched	chrX	133540166	133541987	1	1822	611.3703999999999	10206	0
1_chr1_33160168_33161604_lociStitched	chr1	33160168	33161604	1	1437	611.1376666666667	10207	0
1_chr3_187494755_187496632_lociStitched	chr3	187494755	187496632	1	1878	610.9635000000001	10208	0
1_chr1_232886177_232888437_lociStitched	chr1	232886177	232888437	1	2261	610.8403333333333	10209	0
1_chr15_31696852_31698682_lociStitched	chr15	31696852	31698682	1	1831	610.793	10210	0
1_chr10_15713385_15716128_lociStitched	chr10	15713385	15716128	1	2744	610.4089333333333	10211	0
1_chr5_80050203_80053345_lociStitched	chr5	80050203	80053345	1	3143	610.3858666666666	10212	0
1_chr15_59564695_59568463_lociStitched	chr15	59564695	59568463	1	3769	610.1648	10213	0
1_chr18_77693332_77695034_lociStitched	chr18	77693332	77695034	1	1703	609.8549666666667	10214	0
1_chr1_157117021_157119087_lociStitched	chr1	157117021	157119087	1	2067	609.7454666666666	10215	0
1_chr6_158787090_158788298_lociStitched	chr6	158787090	158788298	1	1209	609.7178666666666	10216	0
1_chr12_68930905_68934799_lociStitched	chr12	68930905	68934799	1	3895	609.6705999999999	10217	0
1_chr10_74646060_74648067_lociStitched	chr10	74646060	74648067	1	2008	609.62625	10218	0
1_chr16_69120689_69122410_lociStitched	chr16	69120689	69122410	1	1722	609.4347833333333	10219	0
1_chr4_14856971_14858845_lociStitched	chr4	14856971	14858845	1	1875	608.9562999999999	10220	0
1_chr2_33779171_33781034_lociStitched	chr2	33779171	33781034	1	1864	608.9526000000001	10221	0
1_chr3_156832682_156834303_lociStitched	chr3	156832682	156834303	1	1622	608.6314666666667	10222	0
1_chr16_10830842_10832779_lociStitched	chr16	10830842	10832779	1	1938	608.6054	10223	0
1_chr16_67706939_67708660_lociStitched	chr16	67706939	67708660	1	1722	608.1727166666666	10224	0
1_chr5_75744764_75747678_lociStitched	chr5	75744764	75747678	1	2915	607.9575333333333	10225	0
2_chr2_205778247_205781032_lociStitched	chr2	205778247	205783118	2	3064	607.9008	10226	0
1_chr1_156883037_156884789_lociStitched	chr1	156883037	156884789	1	1753	607.8856000000001	10227	0
1_chr2_139230631_139234068_lociStitched	chr2	139230631	139234068	1	3438	607.48975	10228	0
1_chr8_2074790_2076243_lociStitched	chr8	2074790	2076243	1	1454	607.4508666666667	10229	0
1_chr1_148240684_148241846_lociStitched	chr1	148240684	148241846	1	1163	607.3967666666666	10230	0
1_chrX_37612375_37614385_lociStitched	chrX	37612375	37614385	1	2011	607.3884999999999	10231	0
1_chr10_61889711_61891273_lociStitched	chr10	61889711	61891273	1	1563	607.3576666666667	10232	0
